,Date,Category,Inventory Level,Units Sold,Units Ordered,Price,Competitor Pricing
2661,2023-06-17,Electronics,6731,2888,2618,62.63652173913043,63.253043478260864
2662,2023-06-17,Furniture,4871,2456,2999,53.3032,54.2988
2663,2023-06-17,Groceries,3238,1275,1251,50.16363636363636,48.86181818181819
2664,2023-06-17,Toys,4279,2417,1806,63.296875,63.854375
2665,2023-06-18,Clothing,6148,2838,1885,52.96736842105263,52.18526315789474
2666,2023-06-18,Electronics,6151,3063,2325,46.18954545454545,46.63090909090909
2667,2023-06-18,Furniture,6052,2549,2561,68.46434782608696,67.99565217391304
2668,2023-06-18,Groceries,3771,1930,1888,55.271875,54.3375
2669,2023-06-18,Toys,5069,2267,2393,49.295500000000004,49.3195
2670,2023-06-19,Clothing,4573,2996,1691,54.88333333333333,55.239333333333335
2671,2023-06-19,Electronics,7474,3786,3113,44.85888888888889,45.11962962962963
2672,2023-06-19,Furniture,5033,2817,1714,56.998333333333335,56.66111111111111
2673,2023-06-19,Groceries,5796,2604,2403,53.417368421052636,54.54210526315789
2674,2023-06-19,Toys,4812,2412,1870,49.13809523809524,49.06619047619048
2675,2023-06-20,Clothing,4711,2049,1981,44.64333333333334,44.871111111111105
2676,2023-06-20,Electronics,7442,3521,2873,59.6516,59.383199999999995
2677,2023-06-20,Furniture,4663,2307,1996,57.119375,58.285624999999996
2678,2023-06-20,Groceries,7466,4226,2815,55.26692307692308,56.159615384615385
2679,2023-06-20,Toys,3679,1625,1667,47.308,47.79866666666667
2680,2023-06-21,Clothing,7800,3856,2825,45.82689655172414,46.125517241379306
2681,2023-06-21,Electronics,5086,2769,1995,55.02421052631579,55.22736842105263
2682,2023-06-21,Furniture,4210,1808,1072,41.395714285714284,41.17857142857143
2683,2023-06-21,Groceries,5941,2639,2008,51.14947368421053,52.323157894736845
2684,2023-06-21,Toys,5058,2071,2418,35.60421052631579,35.199473684210524
2685,2023-06-22,Clothing,3757,2320,1358,59.19285714285714,58.86214285714285
2686,2023-06-22,Electronics,4698,1768,1849,49.686470588235295,50.317647058823525
2687,2023-06-22,Furniture,7330,4188,2902,60.95708333333334,61.3025
2688,2023-06-22,Groceries,5662,2591,2146,52.26523809523809,52.42857142857143
2689,2023-06-22,Toys,5938,3070,2358,57.29541666666666,56.584583333333335
2690,2023-06-23,Clothing,5656,2544,2424,65.18714285714286,64.43476190476191
2691,2023-06-23,Electronics,6874,4024,2963,57.7288,57.532
2692,2023-06-23,Furniture,5022,2402,2359,59.45368421052631,60.96526315789473
2693,2023-06-23,Groceries,4651,2111,1932,50.43588235294118,50.656470588235294
2694,2023-06-23,Toys,5111,2296,1682,49.88,49.41388888888889
2695,2023-06-24,Clothing,4289,2714,2195,61.73294117647059,61.71352941176471
2696,2023-06-24,Electronics,6066,2506,2350,60.60636363636363,60.72
2697,2023-06-24,Furniture,4823,1859,2474,51.3125,51.1605
2698,2023-06-24,Groceries,6847,3359,2153,55.30619047619048,56.08238095238095
2699,2023-06-24,Toys,5087,2783,2032,53.6425,53.2205
2700,2023-06-25,Clothing,7976,2965,2582,60.3872,59.8108
2701,2023-06-25,Electronics,3936,2315,1752,55.85333333333333,55.482
2702,2023-06-25,Furniture,5287,2739,1552,48.19411764705882,48.980588235294114
2703,2023-06-25,Groceries,5760,2134,2325,47.78521739130434,46.778695652173916
2704,2023-06-25,Toys,5802,3260,1837,57.194,56.9265
2705,2023-06-26,Clothing,5046,2879,2070,46.05105263157895,45.84526315789474
2706,2023-06-26,Electronics,4786,2070,1715,57.247058823529414,56.67352941176471
2707,2023-06-26,Furniture,6154,3163,2537,50.70583333333334,51.437916666666666
2708,2023-06-26,Groceries,4976,2747,1610,58.62705882352941,58.993529411764705
2709,2023-06-26,Toys,6627,3794,2731,62.434347826086956,61.9504347826087
2710,2023-06-27,Clothing,6126,3138,2593,58.80380952380953,57.773809523809526
2711,2023-06-27,Electronics,6545,3187,2209,53.187,52.795500000000004
2712,2023-06-27,Furniture,4247,1834,2084,54.518421052631574,54.11052631578947
2713,2023-06-27,Groceries,3694,1961,1915,53.303125,52.97
2714,2023-06-27,Toys,7639,3616,3008,57.21416666666667,58.05041666666667
2715,2023-06-28,Clothing,6220,3651,2695,52.243199999999995,52.2012
2716,2023-06-28,Electronics,6453,2646,2138,46.70619047619048,47.172380952380955
2717,2023-06-28,Furniture,5043,2839,1709,43.86058823529412,45.17058823529412
2718,2023-06-28,Groceries,4831,1990,1794,52.15176470588236,52.16529411764706
2719,2023-06-28,Toys,5661,2631,2306,59.32899999999999,59.314
2720,2023-06-29,Clothing,4446,1975,1598,51.88333333333333,51.337333333333326
2721,2023-06-29,Electronics,6222,3089,2524,46.149565217391306,46.790000000000006
2722,2023-06-29,Furniture,6244,2625,2769,63.48095238095239,64.10904761904762
2723,2023-06-29,Groceries,5806,3327,2239,49.97238095238096,50.473333333333336
2724,2023-06-29,Toys,4726,2237,2214,50.112,50.346
2725,2023-06-30,Clothing,7262,3739,2941,61.162,61.79
2726,2023-06-30,Electronics,5043,2846,2038,65.84590909090909,65.28636363636363
2727,2023-06-30,Furniture,3711,2070,1748,53.39333333333333,54.57866666666666
2728,2023-06-30,Groceries,4555,2490,2070,60.84882352941177,61.898823529411764
2729,2023-06-30,Toys,5354,3319,2355,55.10666666666667,55.10238095238095
2730,2023-07-01,Clothing,4487,2364,2607,55.84347826086957,54.69521739130435
2731,2023-07-01,Electronics,4631,2584,1781,63.38944444444444,63.34722222222222
2732,2023-07-01,Furniture,5137,3355,2072,53.835,53.768499999999996
2733,2023-07-01,Groceries,3866,2094,1498,64.23166666666667,64.67416666666666
2734,2023-07-01,Toys,7250,3932,3241,59.73777777777778,60.91814814814815
2735,2023-07-02,Clothing,6436,3019,2344,58.5995,58.38100000000001
2736,2023-07-02,Electronics,5041,2023,1864,50.77894736842106,50.137368421052635
2737,2023-07-02,Furniture,5583,2558,2467,53.99090909090909,53.50818181818182
2738,2023-07-02,Groceries,5662,2206,1853,62.228947368421046,61.94157894736843
2739,2023-07-02,Toys,5090,2801,2041,57.3995,56.890499999999996
2740,2023-07-03,Clothing,5876,2807,1495,61.72882352941177,62.110588235294124
2741,2023-07-03,Electronics,3735,1787,1952,52.5475,51.920625
2742,2023-07-03,Furniture,9173,4916,3193,63.44571428571429,65.075
2743,2023-07-03,Groceries,4871,2041,1956,46.597647058823526,46.290588235294116
2744,2023-07-03,Toys,6173,3555,2762,57.67636363636364,57.062272727272735
2745,2023-07-04,Clothing,5221,2504,2375,56.363157894736844,56.48684210526316
2746,2023-07-04,Electronics,4521,2503,2097,58.271578947368425,57.664210526315784
2747,2023-07-04,Furniture,6878,3229,2794,55.322916666666664,55.79791666666667
2748,2023-07-04,Groceries,6433,3292,2732,47.98521739130435,46.928260869565214
2749,2023-07-04,Toys,3888,2120,1754,66.54266666666666,66.684
2750,2023-07-05,Clothing,4859,2773,1912,48.406666666666666,48.239444444444445
2751,2023-07-05,Electronics,3480,2177,1250,63.37923076923077,62.07846153846154
2752,2023-07-05,Furniture,7156,3575,2965,48.777499999999996,49.105714285714285
2753,2023-07-05,Groceries,6383,2702,2591,52.12086956521739,52.67565217391304
2754,2023-07-05,Toys,4485,2397,2162,64.43944444444445,64.66333333333334
2755,2023-07-06,Clothing,4963,1763,2046,47.52789473684211,47.70894736842106
2756,2023-07-06,Electronics,4854,2571,1712,58.09625,56.439375
2757,2023-07-06,Furniture,7095,3974,2385,57.71608695652174,58.07565217391304
2758,2023-07-06,Groceries,5045,2659,1817,45.62875,45.889375
2759,2023-07-06,Toys,7483,2475,2561,60.283846153846156,59.691923076923075
2760,2023-07-07,Clothing,6376,3260,2180,45.28727272727273,45.37136363636363
2761,2023-07-07,Electronics,4449,1899,2235,49.93611111111111,49.74777777777778
2762,2023-07-07,Furniture,6303,3131,2032,53.07368421052632,53.550526315789476
2763,2023-07-07,Groceries,6653,3450,2785,47.184799999999996,47.1668
2764,2023-07-07,Toys,3600,1077,1675,48.6125,49.260625
2765,2023-07-08,Clothing,4659,2177,1785,47.421875,47.228125
2766,2023-07-08,Electronics,6512,3221,2147,46.865,47.018
2767,2023-07-08,Furniture,7894,4098,2661,44.89107142857143,44.75285714285714
2768,2023-07-08,Groceries,3826,1821,1623,54.56705882352941,53.9635294117647
2769,2023-07-08,Toys,5014,2448,2074,46.39157894736842,45.57473684210526
2770,2023-07-09,Clothing,6382,3351,1929,55.801,55.719500000000004
2771,2023-07-09,Electronics,7594,4293,3247,52.08444444444444,52.17666666666667
2772,2023-07-09,Furniture,5148,2255,2001,60.666,59.782999999999994
2773,2023-07-09,Groceries,4329,2942,1878,41.38133333333334,41.60066666666667
2774,2023-07-09,Toys,4405,1821,1700,48.79055555555556,49.31777777777778
2775,2023-07-10,Clothing,6222,3085,2309,52.89227272727273,53.24045454545455
2776,2023-07-10,Electronics,5556,2674,2173,50.532380952380954,50.45428571428571
2777,2023-07-10,Furniture,5281,2558,1743,58.14888888888889,59.61722222222222
2778,2023-07-10,Groceries,4581,2355,1490,57.38375,57.79
2779,2023-07-10,Toys,5768,2324,2633,55.47521739130435,54.97521739130435
2780,2023-07-11,Clothing,6287,3168,2867,52.087916666666665,52.359583333333326
2781,2023-07-11,Electronics,6622,3430,1977,50.198,49.9805
2782,2023-07-11,Furniture,5545,2551,2099,48.71631578947368,49.62
2783,2023-07-11,Groceries,5302,3280,1583,49.29833333333333,49.335
2784,2023-07-11,Toys,4506,2760,2094,60.9421052631579,61.40368421052632
2785,2023-07-12,Clothing,4091,2272,1806,51.92375,52.12375
2786,2023-07-12,Electronics,5515,3193,2986,60.0832,60.343999999999994
2787,2023-07-12,Furniture,6416,3089,2307,53.53380952380952,53.14809523809523
2788,2023-07-12,Groceries,5304,2829,1994,45.20466666666666,46.20333333333333
2789,2023-07-12,Toys,7287,4148,2361,49.996956521739136,49.83434782608696
2790,2023-07-13,Clothing,6479,3408,2522,42.979166666666664,42.314166666666665
2791,2023-07-13,Electronics,5438,2968,1659,51.40117647058824,52.03588235294118
2792,2023-07-13,Furniture,4134,2327,2082,52.266666666666666,52.742666666666665
2793,2023-07-13,Groceries,5902,2996,2550,60.3552380952381,61.43190476190476
2794,2023-07-13,Toys,6613,2822,2627,52.853043478260865,53.189130434782605
2795,2023-07-14,Clothing,7368,3220,2404,53.56739130434782,53.81652173913044
2796,2023-07-14,Electronics,3278,1867,1922,43.74571428571429,42.95285714285715
2797,2023-07-14,Furniture,4042,2711,1648,56.31733333333333,55.71333333333333
2798,2023-07-14,Groceries,6276,3082,2697,60.29333333333333,59.68285714285714
2799,2023-07-14,Toys,8959,3907,2968,55.62777777777778,55.47814814814815
2800,2023-07-15,Clothing,5202,2252,2075,52.17666666666667,52.315
2801,2023-07-15,Electronics,6248,3469,2476,45.61954545454545,45.834545454545456
2802,2023-07-15,Furniture,4618,2932,2275,56.011,56.32899999999999
2803,2023-07-15,Groceries,6384,3047,2484,60.17625,60.331250000000004
2804,2023-07-15,Toys,5347,1447,2122,60.451875,59.525
2805,2023-07-16,Clothing,6237,3575,2454,48.7205,48.615500000000004
2806,2023-07-16,Electronics,7295,4164,2628,58.89592592592593,59.18333333333334
2807,2023-07-16,Furniture,5413,2435,2229,55.02222222222222,54.275000000000006
2808,2023-07-16,Groceries,4714,2051,1316,59.49666666666667,59.62133333333333
2809,2023-07-16,Toys,5611,2836,2301,52.1795,51.940999999999995
2810,2023-07-17,Clothing,5841,3131,2422,47.138695652173915,47.63826086956522
2811,2023-07-17,Electronics,4706,2282,1665,59.3235294117647,58.120588235294115
2812,2023-07-17,Furniture,5577,2930,2283,58.928,58.489999999999995
2813,2023-07-17,Groceries,4045,2095,1429,59.03666666666666,59.1
2814,2023-07-17,Toys,6797,3439,2678,58.75,59.404399999999995
2815,2023-07-18,Clothing,4394,2505,1356,57.86222222222222,57.97833333333334
2816,2023-07-18,Electronics,6700,3122,1949,52.16391304347826,52.51869565217392
2817,2023-07-18,Furniture,2641,1245,995,56.686,56.15
2818,2023-07-18,Groceries,7943,4001,2905,52.73076923076923,52.65615384615384
2819,2023-07-18,Toys,6351,3929,2362,55.31999999999999,54.59434782608696
2820,2023-07-19,Clothing,3705,1834,1192,60.99583333333334,61.711666666666666
2821,2023-07-19,Electronics,6604,3576,2491,47.48863636363637,48.29136363636364
2822,2023-07-19,Furniture,5823,2194,1853,51.41894736842105,50.99947368421053
2823,2023-07-19,Groceries,6081,2590,1916,60.33363636363636,59.9
2824,2023-07-19,Toys,7576,3957,2501,49.156000000000006,49.0488
2825,2023-07-20,Clothing,6734,3529,2785,56.80833333333333,56.967083333333335
2826,2023-07-20,Electronics,4380,2491,1762,62.26764705882353,62.61764705882353
2827,2023-07-20,Furniture,5775,3261,2556,49.56619047619047,49.8447619047619
2828,2023-07-20,Groceries,6401,2755,2682,57.30652173913043,57.832608695652176
2829,2023-07-20,Toys,3669,1894,1824,45.62733333333333,45.302
2830,2023-07-21,Clothing,5059,2528,2467,57.73,59.1715
2831,2023-07-21,Electronics,4299,2186,2416,65.18315789473684,64.98526315789474
2832,2023-07-21,Furniture,5777,2719,2602,49.29115384615385,50.112307692307695
2833,2023-07-21,Groceries,4368,2415,1715,54.93117647058824,55.60235294117647
2834,2023-07-21,Toys,4840,2586,2279,58.396666666666675,57.781666666666666
2835,2023-07-22,Clothing,3645,1998,1432,46.21923076923077,45.526153846153846
2836,2023-07-22,Electronics,6457,2685,2365,56.527826086956516,56.65217391304348
2837,2023-07-22,Furniture,8259,4354,2900,49.568333333333335,50.659166666666664
2838,2023-07-22,Groceries,4713,2481,1753,63.044117647058826,63.8764705882353
2839,2023-07-22,Toys,6729,3829,2901,47.67521739130434,47.12434782608696
2840,2023-07-23,Clothing,4910,2544,1973,49.58166666666667,48.449444444444445
2841,2023-07-23,Electronics,4515,2523,1386,66.10642857142857,65.19500000000001
2842,2023-07-23,Furniture,4613,2183,2609,53.85727272727272,54.056363636363635
2843,2023-07-23,Groceries,6209,3457,2638,34.757,35.9145
2844,2023-07-23,Toys,7461,3791,2583,52.08115384615384,52.61807692307692
2845,2023-07-24,Clothing,6239,3346,1896,53.76950000000001,53.786500000000004
2846,2023-07-24,Electronics,4663,1837,1964,52.11941176470588,52.35176470588235
2847,2023-07-24,Furniture,5525,3080,2923,62.08541666666667,61.91416666666667
2848,2023-07-24,Groceries,3400,1650,923,50.52909090909091,51.559999999999995
2849,2023-07-24,Toys,6756,3746,3102,67.80714285714285,67.62107142857143
2850,2023-07-25,Clothing,4911,2837,2126,54.12761904761905,54.229523809523805
2851,2023-07-25,Electronics,4642,2793,1946,50.3585,49.29
2852,2023-07-25,Furniture,7035,3630,2601,53.33884615384615,53.777692307692305
2853,2023-07-25,Groceries,3763,1549,1133,50.89692307692307,51.378461538461536
2854,2023-07-25,Toys,5773,3146,2331,55.846500000000006,56.2635
2855,2023-07-26,Clothing,5910,3441,2101,63.043684210526315,62.428947368421056
2856,2023-07-26,Electronics,5843,3178,2551,50.90826086956522,52.38
2857,2023-07-26,Furniture,5117,2101,1955,57.93529411764706,59.6664705882353
2858,2023-07-26,Groceries,4857,2319,1757,51.141875,51.3875
2859,2023-07-26,Toys,6181,3114,2979,55.5104,56.292
2860,2023-07-27,Clothing,5608,2718,2220,51.675714285714285,51.0047619047619
2861,2023-07-27,Electronics,4796,2043,1926,40.11388888888889,39.20944444444444
2862,2023-07-27,Furniture,7147,2797,3240,53.606249999999996,54.03458333333333
2863,2023-07-27,Groceries,3398,2176,1507,57.07714285714285,56.49928571428571
2864,2023-07-27,Toys,5001,1877,2284,58.453478260869566,58.917391304347824
2865,2023-07-28,Clothing,5675,3058,2104,68.08142857142857,68.69619047619047
2866,2023-07-28,Electronics,6744,3280,1969,54.00285714285714,54.32761904761905
2867,2023-07-28,Furniture,7689,3420,2715,62.8816,63.4524
2868,2023-07-28,Groceries,3613,1953,1157,53.93833333333333,53.96083333333333
2869,2023-07-28,Toys,5821,3137,2358,54.549523809523805,55.30095238095238
2870,2023-07-29,Clothing,5652,3485,2165,55.41166666666666,56.031666666666666
2871,2023-07-29,Electronics,5420,2479,2382,66.58368421052631,65.6042105263158
2872,2023-07-29,Furniture,7659,4141,3080,49.42961538461539,49.559999999999995
2873,2023-07-29,Groceries,4058,1882,1965,46.49294117647059,46.281176470588235
2874,2023-07-29,Toys,6753,3710,2007,52.229499999999994,52.984
2875,2023-07-30,Clothing,4354,2949,1982,46.513333333333335,46.55888888888889
2876,2023-07-30,Electronics,5777,3322,2274,54.74857142857143,53.959523809523816
2877,2023-07-30,Furniture,5052,2737,2177,52.38842105263158,52.97052631578948
2878,2023-07-30,Groceries,6218,3366,2266,58.60681818181818,57.605
2879,2023-07-30,Toys,5645,2463,2260,55.497,55.226
2880,2023-07-31,Clothing,5160,2540,2052,56.72052631578948,56.525263157894734
2881,2023-07-31,Electronics,6108,2554,2493,48.10619047619048,48.89666666666666
2882,2023-07-31,Furniture,7472,4167,2542,52.7475,52.34708333333333
2883,2023-07-31,Groceries,5382,2835,2318,61.05666666666667,61.11
2884,2023-07-31,Toys,4158,2792,1822,43.97266666666666,44.425333333333334
2885,2023-08-01,Clothing,7847,4402,2831,52.96407407407407,52.56037037037037
2886,2023-08-01,Electronics,4135,2735,2309,59.3357894736842,59.461052631578944
2887,2023-08-01,Furniture,5249,2385,2710,47.25952380952381,47.257619047619045
2888,2023-08-01,Groceries,4743,2723,2320,47.17809523809524,47.40904761904762
2889,2023-08-01,Toys,3359,1652,1306,57.13083333333333,57.5725
2890,2023-08-02,Clothing,5828,3405,2257,61.1447619047619,60.18619047619048
2891,2023-08-02,Electronics,6670,4461,2433,66.8928,66.8704
2892,2023-08-02,Furniture,4359,1865,1979,53.491578947368424,53.62
2893,2023-08-02,Groceries,4566,2836,1904,54.00526315789473,53.29631578947368
2894,2023-08-02,Toys,4028,1987,1337,62.24,62.70375
2895,2023-08-03,Clothing,6114,3004,2409,62.612380952380946,62.69333333333333
2896,2023-08-03,Electronics,5172,2483,1634,62.775625,62.559375
2897,2023-08-03,Furniture,4745,2670,2804,47.71695652173913,48.194782608695654
2898,2023-08-03,Groceries,4589,3127,1907,54.98555555555556,55.309999999999995
2899,2023-08-03,Toys,5692,2305,2510,58.20045454545455,58.3609090909091
2900,2023-08-04,Clothing,5408,2519,2506,62.13318181818182,60.92545454545454
2901,2023-08-04,Electronics,7163,4935,2044,57.848571428571425,56.773809523809526
2902,2023-08-04,Furniture,6136,2635,2400,54.924285714285716,53.50761904761905
2903,2023-08-04,Groceries,5073,2714,1851,55.41789473684211,55.88421052631579
2904,2023-08-04,Toys,4842,1981,2006,46.339999999999996,46.90588235294118
2905,2023-08-05,Clothing,3609,1479,1483,55.295,54.26142857142857
2906,2023-08-05,Electronics,5580,3036,2719,56.09238095238096,56.19190476190476
2907,2023-08-05,Furniture,6088,2668,2631,54.29076923076923,53.37961538461539
2908,2023-08-05,Groceries,5321,2310,2210,54.415625,54.30875
2909,2023-08-05,Toys,6190,3110,2608,45.47304347826088,44.85565217391304
2910,2023-08-06,Clothing,6825,3788,2068,49.53952380952381,49.81095238095238
2911,2023-08-06,Electronics,6095,3254,2356,53.067692307692305,52.48461538461538
2912,2023-08-06,Furniture,4995,3384,2147,55.451904761904764,54.75047619047619
2913,2023-08-06,Groceries,3961,1730,1619,50.34466666666667,51.623333333333335
2914,2023-08-06,Toys,4713,2214,1699,64.78764705882352,64.80588235294118
2915,2023-08-07,Clothing,3093,1593,1617,50.02384615384616,48.886153846153846
2916,2023-08-07,Electronics,5543,3366,2101,53.87125,53.26333333333333
2917,2023-08-07,Furniture,6622,3069,2519,54.73227272727272,55.34318181818182
2918,2023-08-07,Groceries,5618,2764,2022,54.919444444444444,54.765
2919,2023-08-07,Toys,5988,3386,2055,45.743043478260866,45.09608695652174
2920,2023-08-08,Clothing,6192,2670,2606,52.321739130434786,52.367826086956526
2921,2023-08-08,Electronics,4419,2332,2508,65.513,65.106
2922,2023-08-08,Furniture,3178,1515,1224,56.52583333333333,56.24
2923,2023-08-08,Groceries,7469,4183,2053,56.19391304347826,56.003478260869564
2924,2023-08-08,Toys,6266,2966,2356,49.52454545454545,49.62954545454545
2925,2023-08-09,Clothing,7149,4564,2769,55.8656,55.4116
2926,2023-08-09,Electronics,3933,1662,1911,50.638823529411766,50.57823529411764
2927,2023-08-09,Furniture,5483,2699,2306,52.778999999999996,53.024
2928,2023-08-09,Groceries,4047,1504,1846,52.158,51.059999999999995
2929,2023-08-09,Toys,6523,3527,2121,56.22869565217391,55.94521739130435
2930,2023-08-10,Clothing,5129,2852,1983,44.91263157894737,44.421052631578945
2931,2023-08-10,Electronics,5117,3091,2047,67.74249999999999,67.563
2932,2023-08-10,Furniture,4274,2196,1933,54.10277777777778,53.755
2933,2023-08-10,Groceries,4912,1967,2270,50.8821052631579,51.99631578947369
2934,2023-08-10,Toys,6387,2922,2493,51.04083333333333,50.98833333333334
2935,2023-08-11,Clothing,5178,2677,1986,62.28470588235294,62.885882352941174
2936,2023-08-11,Electronics,5507,2473,2378,56.51176470588236,56.65294117647059
2937,2023-08-11,Furniture,4803,2323,2483,56.62050000000001,57.932500000000005
2938,2023-08-11,Groceries,6639,2298,2846,58.832608695652176,58.24
2939,2023-08-11,Toys,5713,2643,2495,54.07347826086957,54.38826086956522
2940,2023-08-12,Clothing,4781,1808,2424,52.23681818181819,51.815000000000005
2941,2023-08-12,Electronics,5916,2508,2977,60.72818181818182,60.68545454545454
2942,2023-08-12,Furniture,3909,1714,1404,33.965,33.9775
2943,2023-08-12,Groceries,6041,2958,2520,56.527727272727276,57.36363636363637
2944,2023-08-12,Toys,5483,3136,2003,60.60944444444445,61.96055555555555
2945,2023-08-13,Clothing,6353,2752,2295,56.85619047619048,56.91809523809523
2946,2023-08-13,Electronics,5242,2593,2040,47.93666666666667,47.492222222222225
2947,2023-08-13,Furniture,5515,2739,2518,61.06227272727272,61.40863636363636
2948,2023-08-13,Groceries,6458,3048,2213,54.55714285714286,54.847142857142856
2949,2023-08-13,Toys,4926,2812,1767,44.778888888888886,45.26833333333334
2950,2023-08-14,Clothing,3836,1551,1328,58.375625,58.12375
2951,2023-08-14,Electronics,5402,2470,1731,46.4075,46.702
2952,2023-08-14,Furniture,7358,4596,2456,59.717083333333335,59.77875
2953,2023-08-14,Groceries,4765,2233,1545,49.51533333333334,48.498000000000005
2954,2023-08-14,Toys,8109,5340,2575,63.0968,62.288000000000004
2955,2023-08-15,Clothing,5984,2460,2414,59.83272727272727,59.49545454545455
2956,2023-08-15,Electronics,6167,2928,2706,44.05576923076923,44.83269230769231
2957,2023-08-15,Furniture,4268,2089,1578,48.691250000000004,47.841875
2958,2023-08-15,Groceries,3651,1676,1403,59.83,59.542142857142856
2959,2023-08-15,Toys,5777,2440,2530,42.50954545454545,41.786818181818184
2960,2023-08-16,Clothing,7864,3566,3254,47.464333333333336,47.11066666666667
2961,2023-08-16,Electronics,4242,1690,1877,49.99,50.700625
2962,2023-08-16,Furniture,5551,2885,2560,51.68,52.58952380952381
2963,2023-08-16,Groceries,2970,1564,990,63.663,62.23
2964,2023-08-16,Toys,6177,2789,2465,62.99130434782609,62.410869565217396
2965,2023-08-17,Clothing,6001,2853,2326,52.33,51.5265
2966,2023-08-17,Electronics,6423,2945,3409,60.9296,61.7116
2967,2023-08-17,Furniture,5543,2705,2536,57.2252380952381,57.78190476190476
2968,2023-08-17,Groceries,3499,1665,1425,50.644285714285715,50.705
2969,2023-08-17,Toys,5385,2658,1916,58.696000000000005,59.2605
2970,2023-08-18,Clothing,5939,2960,2172,60.82714285714285,60.035714285714285
2971,2023-08-18,Electronics,6658,3467,2353,43.42045454545455,42.78727272727273
2972,2023-08-18,Furniture,6448,3680,2367,53.06454545454546,53.30227272727273
2973,2023-08-18,Groceries,3713,1597,1557,59.06,58.67285714285714
2974,2023-08-18,Toys,4552,2626,2410,41.465714285714284,41.00952380952381
2975,2023-08-19,Clothing,5416,3046,1844,52.17052631578947,52.606842105263155
2976,2023-08-19,Electronics,4409,2378,2122,53.486666666666665,52.60444444444445
2977,2023-08-19,Furniture,6064,3079,2562,54.27454545454545,54.07
2978,2023-08-19,Groceries,4568,2498,1798,55.665789473684214,57.02947368421052
2979,2023-08-19,Toys,6301,2442,2327,56.309090909090905,54.96545454545455
2980,2023-08-20,Clothing,6603,2991,2289,58.343636363636364,58.67727272727273
2981,2023-08-20,Electronics,4559,2166,1826,52.99666666666666,53.886111111111106
2982,2023-08-20,Furniture,3276,1761,1352,48.06357142857143,46.80285714285714
2983,2023-08-20,Groceries,7759,3538,2992,47.544399999999996,46.995599999999996
2984,2023-08-20,Toys,5394,3115,2013,56.857142857142854,56.72857142857143
2985,2023-08-21,Clothing,2615,1209,1569,63.823846153846155,63.03615384615385
2986,2023-08-21,Electronics,3240,1732,1524,55.52363636363636,55.154545454545456
2987,2023-08-21,Furniture,7602,3791,2816,42.87407407407407,43.33148148148148
2988,2023-08-21,Groceries,6091,2606,2431,51.8076,51.1304
2989,2023-08-21,Toys,6187,2414,2604,61.20708333333334,61.15166666666667
2990,2023-08-22,Clothing,6844,3184,2544,52.98583333333334,53.63458333333333
2991,2023-08-22,Electronics,4781,2305,1855,60.01444444444444,60.221666666666664
2992,2023-08-22,Furniture,4537,1977,1545,44.185,44.53
2993,2023-08-22,Groceries,4085,1607,1420,58.37882352941177,58.03941176470588
2994,2023-08-22,Toys,6343,3193,2442,57.16391304347826,57.58043478260869
2995,2023-08-23,Clothing,4078,2965,1889,49.82866666666666,50.260666666666665
2996,2023-08-23,Electronics,5994,2309,2195,47.995,47.871
2997,2023-08-23,Furniture,7236,4213,2442,45.65565217391304,45.50521739130434
2998,2023-08-23,Groceries,6025,2749,2169,53.412,53.817499999999995
2999,2023-08-23,Toys,5624,3240,2408,62.23636363636364,63.232272727272736
3000,2023-08-24,Clothing,6100,2930,2884,54.34347826086957,55.31739130434782
3001,2023-08-24,Electronics,5001,2575,2227,48.7695,48.2825
3002,2023-08-24,Furniture,7004,4054,2713,59.378181818181815,60.156363636363636
3003,2023-08-24,Groceries,5631,2389,1901,44.66947368421053,43.89842105263158
3004,2023-08-24,Toys,4727,2364,1991,50.695,50.281875
3005,2023-08-25,Clothing,5338,2264,1991,53.16888888888889,53.66444444444445
3006,2023-08-25,Electronics,6037,2821,2431,59.72521739130435,59.76652173913044
3007,2023-08-25,Furniture,4918,2203,1952,59.44888888888889,60.248333333333335
3008,2023-08-25,Groceries,5402,3247,2040,50.7975,50.274
3009,2023-08-25,Toys,4737,2047,2181,55.489999999999995,54.957142857142856
3010,2023-08-26,Clothing,5498,2124,2418,51.30954545454545,51.70590909090909
3011,2023-08-26,Electronics,4358,2119,2024,49.57944444444445,48.67944444444444
3012,2023-08-26,Furniture,5042,2995,2617,55.8865,56.322
3013,2023-08-26,Groceries,8296,3890,2850,54.89884615384616,54.05307692307693
3014,2023-08-26,Toys,3533,1558,1122,48.50642857142857,47.52571428571429
3015,2023-08-27,Clothing,7914,4810,3105,54.97538461538461,55.03230769230769
3016,2023-08-27,Electronics,5613,2287,2371,50.63571428571428,51.05476190476191
3017,2023-08-27,Furniture,6820,3690,2520,51.74739130434783,51.477391304347826
3018,2023-08-27,Groceries,4809,2384,2204,51.44222222222223,50.544999999999995
3019,2023-08-27,Toys,2718,1441,1442,48.24583333333334,48.100833333333334
3020,2023-08-28,Clothing,8303,4322,3166,56.92923076923077,57.268076923076926
3021,2023-08-28,Electronics,6555,3082,2764,52.933076923076925,52.431538461538466
3022,2023-08-28,Furniture,4169,1434,1627,54.24,53.318125
3023,2023-08-28,Groceries,4478,1553,1573,62.79066666666667,61.80266666666667
3024,2023-08-28,Toys,5792,2478,1386,57.76647058823529,58.171176470588236
